Dates,IUSN,SWDA,EXXT,WCLD,QDVE,WFIN,WCOS,WCOD,WNRG,EXS1,ISF,IGLT,EUNX,IBTS,IBTM,IEMB,EMBE,QDVK,QDVH,VOLT,2B70,DGTL,2B77,RBOT,HEAL,IH2O,ECAR,CEMG,SMH,CSNKY,EUNI,IUS3,DJSC,DAVV,EXV5,EXV1,L0CK,ESP0,AGGH,LQDE,HYLD,WELL,ITEK,UNIC,IWQU,IWSZ,IWDP,HDRO,WCBR,GMVM,CBUF,AYEW,IWMO,IWVL,MVOL,IUSA,EUN2,CORP,WTEL,IEAC,IHYU,XLES,XLIS,XLBS,XLFS,XLKS,XLPS,XLVS,XLUS,XLYS,IU5C,EXV3,WMAT,WTCH,WHEA,SPYY,VWCE,EXSA,EXH1,EXV9,QDVG,IEAG,SEGA,WIND,EIMI,WTAI,INRG,MOAT,WUTI,PORT
2019-07-30,4.602,52.54,69.5,,9.154,36.695,32.695,39.2,28.86,104.14,8.249,15.088,95.224,119.18,180.75,,95.47,7.116,6.763,,4.2635,6.383,5.223,6.844,5.701,39.465,4.3375,27.12,,167.13,56.56,57.27,34.635,,45.08,12.91,4.728,18.362,5.168,106.75,86.4,7.039,7.536,,34.065,30.215,24.465,,,31.96,,,39.675,27.02,44.935,26.933,35.68,89.86,30.72,134.94,92.38,298.32,356.33,290.12,179.67,180.45,391.19,370.8,329.0,358.26,4.905,47.025,36.03,54.92,34.92,121.74,,38.34,32.26,21.99,6.025,127.37,130.78,36.755,25.0,28.265,5.508,31.955,34.66,
2019-07-31,4.642,52.62,69.72,,9.184,36.79,32.5,39.145,29.24,104.42,8.224,15.272,95.622,119.38,181.3,,95.73,7.072,6.788,,4.311,6.397,5.272,6.896,5.776,39.75,4.371,27.085,,167.65,56.87,58.4,34.665,,45.005,12.882,4.763,18.486,5.18,107.41,86.75,7.13,7.588,,34.0,30.26,24.465,,,31.965,,,39.495,27.005,44.915,26.993,35.705,90.13,30.765,135.03,92.7,302.96,357.0,290.08,180.86,181.18,389.95,370.75,328.02,356.9,4.9095,47.005,36.09,55.15,35.085,121.98,,38.345,32.395,22.035,6.047,127.72,131.22,36.81,24.98,28.3,5.622,31.895,34.63,
2019-08-01,4.655,52.96,70.36,,9.265,37.005,32.875,39.485,28.78,105.04,8.221,15.288,96.522,120.15,183.62,,95.63,7.128,6.816,,4.363,6.413,5.276,6.892,5.784,39.86,4.368,27.325,,169.0,56.98,58.3,34.825,,45.15,12.962,4.79,18.798,5.191,108.5,87.04,7.14,7.576,,34.25,30.36,24.37,,,32.42,,,39.815,27.15,45.165,27.124,35.955,90.72,31.015,135.1,93.24,299.91,357.32,292.57,181.5,181.0,390.15,373.05,328.5,359.95,4.9475,47.825,35.99,55.58,35.29,122.72,,38.58,31.97,22.13,6.072,127.83,131.33,36.94,25.065,28.355,5.745,32.2,34.895,
2019-08-02,4.494,51.28,67.17,,8.79,35.73,32.15,38.035,27.875,101.78,7.989,15.304,96.432,119.95,184.29,,95.46,6.861,6.544,,4.219,6.201,5.101,6.584,5.542,39.205,4.16,26.22,,165.55,55.05,55.92,34.32,,43.535,12.552,4.6045,18.152,5.212,108.32,86.51,6.997,7.281,,33.315,29.88,24.415,,,31.235,,,38.675,26.285,44.56,26.247,34.79,90.64,30.13,134.86,92.32,289.94,345.46,283.05,174.51,173.8,382.0,368.3,331.8,346.25,4.79,45.985,34.73,52.86,34.675,118.7,,37.53,30.975,21.61,5.952,128.01,131.73,35.695,24.06,27.2,5.607,31.535,34.87,
2019-08-05,4.3785,49.97,64.98,,8.49,34.855,31.52,37.015,27.21,99.98,7.748,15.316,96.084,119.37,184.4,,94.71,6.672,6.398,,4.11,5.954,4.954,6.352,5.343,38.155,4.0295,25.23,,162.02,52.81,54.42,33.595,,42.67,12.28,4.432,17.434,5.218,107.69,85.59,6.828,7.054,,32.525,29.02,23.85,,,30.25,,,37.785,25.62,43.82,25.566,34.115,90.21,29.24,134.59,91.13,281.85,335.84,277.78,171.25,167.93,375.64,359.58,327.45,337.44,4.639,44.585,34.05,51.0,34.04,115.56,,36.74,30.31,21.05,5.856,128.22,132.08,34.845,23.12,26.06,5.385,30.4,34.35,
2019-08-06,4.357,49.64,64.75,,8.461,34.55,31.23,36.85,26.755,99.21,7.7,15.302,96.17,119.4,184.56,,95.34,6.639,6.322,,4.0805,5.9,4.919,6.359,5.316,37.83,4.0535,25.27,,161.38,52.93,54.02,33.545,,42.495,12.208,4.4095,17.472,5.222,107.86,85.44,6.79,7.025,,32.135,28.595,23.85,,,30.08,,,37.575,25.505,43.61,25.432,33.915,90.34,29.19,134.72,91.1,277.5,334.49,272.39,169.79,167.5,369.58,360.54,322.45,335.62,4.634,44.255,33.59,50.79,33.795,114.92,,36.49,29.975,20.905,5.81,128.4,132.33,34.685,23.185,25.9,5.393,29.905,34.065,
2019-08-07,4.367,49.75,64.92,,8.499,34.38,31.455,37.12,26.55,99.8,7.713,15.414,96.194,119.23,185.47,,95.96,6.669,6.263,,4.117,5.914,4.9215,6.344,5.362,37.98,4.024,25.235,,162.0,52.98,54.28,33.55,,42.635,12.124,4.4115,17.658,5.245,108.3,85.3,6.799,6.979,,32.23,28.5,23.845,,,29.945,,,37.785,25.6,43.935,25.371,34.09,90.42,29.245,134.98,90.71,273.18,333.16,271.1,167.15,167.52,372.09,358.16,326.65,337.32,4.633,44.63,33.695,51.08,33.835,115.08,,36.645,29.69,21.21,5.808,128.92,133.33,34.715,23.14,26.0,5.532,30.035,34.305,
2019-08-08,4.4555,50.81,66.59,,8.749,35.085,32.04,37.94,27.115,101.48,7.807,15.254,96.01,118.94,184.36,,96.13,6.844,6.424,,4.202,6.044,5.008,6.519,5.481,38.645,4.0865,25.8,,163.54,54.33,55.54,33.86,,43.105,12.308,4.545,18.234,5.22,108.15,86.02,6.914,7.17,,32.78,29.2,24.195,,,30.685,,,38.54,25.815,44.635,25.989,34.75,90.41,29.69,135.29,91.53,280.61,340.92,283.14,170.62,172.06,377.55,362.54,327.5,346.48,4.72,45.75,34.635,52.51,34.52,117.46,,37.32,30.25,21.42,5.914,128.56,132.36,35.455,23.6,26.745,5.656,30.68,34.685,
2019-08-09,4.4285,50.48,66.07,,8.655,34.785,31.94,37.61,27.065,100.2,7.774,15.282,96.412,119.29,185.05,,96.38,6.792,6.383,,4.158,6.005,4.968,6.421,5.45,38.645,4.0685,25.58,,162.93,53.81,54.99,33.705,,42.075,12.08,4.461,17.858,5.241,108.38,85.67,6.867,7.184,,32.745,28.955,24.195,,,30.535,,,38.5,25.605,44.705,25.831,34.335,90.41,29.555,135.19,91.41,282.3,338.28,280.72,170.49,172.06,378.77,364.06,330.45,343.7,4.708,44.935,34.28,51.89,34.51,116.72,,36.985,29.925,21.275,5.914,128.29,131.85,35.135,23.38,26.905,5.663,30.75,34.67,
2019-08-12,4.3955,50.22,65.84,,8.618,34.495,31.825,37.23,26.805,100.08,7.731,15.272,96.348,119.08,185.26,,95.12,6.715,6.33,,4.1855,5.942,4.939,6.369,5.408,38.72,4.0335,25.38,,161.74,53.31,54.59,33.52,,41.915,11.854,4.427,17.762,5.242,108.41,85.53,6.852,7.161,,32.525,28.77,24.135,,,30.255,,,38.295,25.41,44.6,25.692,34.29,90.44,29.4,135.24,91.19,277.45,336.73,280.26,168.87,169.5,375.51,363.58,329.0,339.79,4.6805,44.82,34.055,51.66,34.47,116.08,,36.845,29.78,21.255,5.909,128.47,132.14,34.93,23.13,26.635,5.588,30.365,34.47,
2019-08-13,4.43,50.78,67.0,,8.753,34.8,32.07,37.6,27.285,100.76,7.77,15.282,96.552,119.3,185.43,,95.21,6.831,6.408,,4.2045,6.0,4.9685,6.443,5.45,38.735,4.062,25.735,,163.22,53.7,55.14,33.69,,42.355,11.966,4.463,18.068,5.256,108.9,86.03,6.867,7.094,,32.785,28.995,24.105,,,30.645,,,38.625,25.715,44.64,26.053,34.63,90.9,29.715,135.46,91.76,282.57,340.78,282.65,171.64,172.42,381.05,367.46,331.18,344.34,4.742,45.21,34.385,52.47,34.8,117.26,,37.085,30.32,21.14,5.97,128.89,132.3,35.305,23.465,27.015,5.697,30.1,34.66,
2019-08-14,4.358,50.06,65.95,,8.631,34.035,32.01,36.95,26.59,98.55,7.667,15.422,97.252,119.85,187.3,,95.08,6.696,6.242,,4.1825,5.883,4.903,6.309,5.341,38.41,3.97,25.26,,160.88,53.01,54.1,33.02,,41.16,11.674,4.386,17.57,5.258,109.75,85.84,6.842,7.145,,32.26,28.5,24.05,,,30.15,,,38.29,25.165,44.36,25.633,33.925,91.11,29.305,135.38,91.52,272.12,335.94,276.81,166.61,170.2,380.41,362.54,333.43,339.37,4.666,43.89,33.81,51.73,34.495,115.42,,36.46,29.65,20.785,5.91,129.26,133.21,34.655,23.035,26.4,5.608,30.675,34.7,
2019-08-15,4.3375,50.06,65.68,,8.591,34.03,32.19,36.775,26.31,97.89,7.667,15.422,97.874,119.85,187.3,,95.08,6.671,6.249,,4.156,5.883,4.883,6.309,5.341,38.41,3.97,25.415,,160.88,53.02,53.98,33.02,,40.415,11.662,4.3835,17.602,5.258,109.75,85.84,6.842,7.145,,32.26,28.5,24.05,,,30.175,,,38.29,25.165,44.36,25.633,33.865,91.11,29.315,135.38,91.52,272.12,335.94,276.81,166.61,170.2,380.41,362.54,333.43,339.37,4.6665,43.695,33.585,51.45,34.32,115.28,,36.385,29.4,20.685,5.874,129.26,133.21,34.57,23.035,26.4,5.608,30.675,34.83,
2019-08-16,4.4035,50.63,66.71,,8.754,34.62,32.63,37.22,26.57,99.08,7.759,15.828,97.92,120.73,188.48,,95.2,6.749,6.36,,4.229,5.954,4.9585,6.461,5.382,38.835,3.995,25.81,,163.24,53.75,54.85,32.91,,40.86,11.938,4.4645,17.988,5.271,110.43,86.1,6.867,7.139,,32.765,28.8,24.415,,,30.65,,,38.65,25.515,45.04,25.949,33.69,91.75,29.665,135.49,92.2,273.03,337.1,277.5,168.9,172.61,388.83,366.35,337.41,340.0,4.718,44.415,33.93,52.36,34.795,117.0,,36.855,29.46,20.95,5.96,129.66,133.8,35.06,23.47,27.105,5.628,30.38,35.255,
2019-08-19,4.4585,51.22,67.87,,8.91,34.965,32.9,37.72,27.115,100.44,7.847,15.62,97.81,120.61,188.06,,95.04,6.845,6.423,,4.275,6.003,5.01,6.556,5.465,39.2,4.0625,26.105,,164.19,53.99,55.92,33.53,,41.41,12.002,4.487,18.368,5.263,110.49,86.39,6.957,7.266,,33.15,29.16,24.57,,,31.02,,,39.155,25.83,45.4,26.315,34.11,91.67,30.12,135.44,92.53,278.71,342.78,281.55,171.04,175.4,390.9,369.64,339.34,345.82,4.805,45.025,34.315,53.25,35.1,118.28,,37.26,30.135,21.47,6.011,129.31,133.24,35.49,23.65,27.59,5.69,30.88,35.475,
2019-08-20,4.442,51.02,67.79,,8.916,34.755,32.7,37.75,26.985,99.89,7.787,15.706,98.02,120.67,188.63,,94.95,6.878,6.391,,4.2735,5.975,4.9985,6.538,5.482,39.25,4.0595,26.055,,163.88,54.04,55.48,33.38,,40.83,11.878,4.465,18.264,5.269,110.79,86.69,6.967,7.263,,33.065,29.075,24.535,,,30.975,,,39.1,25.65,45.325,26.288,33.92,91.95,29.925,135.71,92.57,279.52,341.27,279.73,170.06,175.06,390.93,370.45,339.83,347.26,4.771,44.725,34.035,53.2,35.105,118.04,,37.015,29.765,21.415,6.015,129.7,133.73,35.345,23.665,27.425,5.691,30.985,35.375,
2019-08-21,4.4645,51.31,68.03,,8.975,34.74,32.78,38.175,27.16,101.22,7.853,15.704,98.014,120.49,188.37,,95.25,6.942,6.362,,4.279,6.078,5.028,6.585,5.49,39.345,4.06,26.225,,164.75,54.42,55.59,33.72,,41.57,11.922,4.523,18.49,5.266,111.23,86.95,6.972,7.283,,33.22,29.32,24.495,,,31.005,,,39.37,25.755,45.365,26.312,34.37,92.0,29.97,135.6,92.98,279.53,342.46,279.84,169.49,176.29,388.72,369.6,338.79,351.02,4.7735,45.54,34.165,53.57,35.19,118.58,,37.47,30.225,21.625,6.013,129.56,133.64,35.615,23.795,27.6,5.761,30.89,35.375,
2019-08-22,4.456,51.13,67.61,,8.917,34.83,32.77,38.12,27.155,100.72,7.841,15.752,97.976,120.66,188.29,,95.4,6.944,6.404,,4.222,6.028,5.008,6.55,5.427,39.26,4.0655,26.025,,164.6,53.97,55.47,33.915,,41.64,12.044,4.489,18.36,5.264,111.35,87.25,6.91,7.226,,33.085,29.26,24.435,,,30.93,,,39.345,25.755,45.225,26.261,34.17,92.15,29.805,135.55,93.09,280.71,341.94,280.05,170.04,175.59,389.74,367.49,339.69,351.46,4.7455,44.77,34.0,53.19,34.97,118.14,,37.31,30.165,21.635,5.973,129.29,133.24,35.43,23.565,27.55,5.708,31.05,35.33,
2019-08-23,4.4005,50.34,65.99,,8.702,34.35,32.48,37.455,26.47,99.58,7.814,15.75,97.618,120.45,188.35,,95.17,6.792,6.281,,4.173,5.981,4.9415,6.46,5.457,39.035,4.058,25.63,,163.09,53.18,54.23,33.63,,40.725,11.87,4.4455,18.072,5.25,111.4,86.81,6.906,7.114,,32.795,29.03,24.43,,,30.32,,,38.72,25.47,44.8,25.838,33.75,92.0,29.37,135.72,92.82,271.9,336.88,272.46,167.72,172.35,391.85,361.36,342.46,344.32,4.667,44.23,33.545,52.14,34.485,116.4,,36.95,29.66,21.545,5.869,129.29,133.34,34.925,23.225,27.265,5.653,30.5,35.255,
2019-08-26,4.3985,50.44,66.26,,8.721,34.31,32.655,37.555,26.455,100.0,7.772,15.696,98.056,120.41,188.88,,95.59,6.793,6.269,,4.152,5.951,4.932,6.39,5.283,38.675,3.968,25.725,,164.1,53.27,54.01,33.415,,41.19,11.91,4.4345,18.178,5.274,111.23,87.05,6.786,7.105,,32.63,28.885,24.355,,,30.385,,,38.46,25.36,45.07,25.769,33.93,92.03,29.435,135.59,93.01,268.91,332.63,271.55,166.16,171.32,387.6,361.28,337.6,344.28,4.6745,44.43,33.615,52.16,34.505,116.5,,37.045,29.79,21.565,5.877,129.43,133.54,34.92,23.3,26.665,5.649,30.315,35.32,
2019-08-27,4.405,50.65,66.59,,8.76,34.345,32.795,37.81,26.48,100.56,7.83,15.834,98.404,120.74,189.75,,95.43,6.84,6.28,,4.158,5.99,4.9415,6.432,5.29,38.885,4.034,25.815,,164.32,53.45,53.93,33.35,,41.615,11.912,4.4515,18.404,5.285,112.0,87.32,6.811,7.123,,32.82,28.995,24.52,,,30.365,,,38.88,25.555,45.3,25.88,34.12,92.46,29.705,135.79,93.2,270.69,336.34,273.12,167.85,172.18,388.34,363.4,343.3,346.2,4.723,44.7,33.75,52.39,34.725,116.94,,37.29,29.895,21.87,5.917,129.98,134.16,35.055,23.38,27.11,5.689,30.32,35.695,
2019-08-28,4.4075,50.75,66.65,,8.745,34.42,32.935,37.89,26.69,100.24,7.843,15.938,98.484,120.77,189.94,,95.77,6.861,6.322,,4.1805,5.91,4.9405,6.41,5.341,38.71,3.998,25.845,,163.5,53.55,54.47,33.42,,41.505,11.886,4.43,18.34,5.293,112.03,87.3,6.847,7.096,,32.785,28.87,24.505,,,30.435,,,38.88,25.35,45.29,25.99,34.07,92.68,29.765,135.66,93.35,270.65,338.0,274.93,168.39,171.48,389.76,364.35,342.43,348.09,4.728,44.195,33.945,52.25,34.69,117.18,,37.175,30.145,21.76,5.914,130.35,134.85,35.1,23.44,26.865,5.689,30.3,35.625,
2019-08-29,4.449,51.41,67.92,,8.938,34.92,33.145,38.47,27.14,101.52,7.896,15.936,98.648,121.05,189.97,,95.84,7.003,6.44,,4.179,6.02,4.9895,6.539,5.362,39.4,4.069,26.185,,165.03,54.07,55.23,33.705,,41.94,12.032,4.493,18.56,5.286,112.0,87.67,6.889,7.22,,33.255,29.295,24.61,,,30.925,,,39.41,25.73,45.685,26.366,34.55,92.51,30.225,135.61,93.89,277.25,343.88,278.85,171.42,175.83,391.55,366.29,342.59,354.01,4.813,44.7,34.445,53.27,34.945,118.78,,37.575,30.39,21.865,5.964,130.22,134.72,35.65,23.67,27.3,5.67,30.79,35.765,
2019-08-30,4.481,51.75,68.01,,8.962,35.185,33.37,38.595,27.21,102.38,7.948,15.97,99.122,121.66,191.01,,95.9,7.001,6.501,,4.1855,6.065,5.032,6.585,5.389,39.99,4.13,26.41,,166.34,54.62,55.54,34.125,,42.39,12.072,4.5205,18.608,5.289,112.59,87.87,6.95,7.25,,33.47,29.51,24.795,,,31.32,,,39.585,26.02,45.835,26.476,34.71,92.86,30.32,135.76,94.21,277.67,348.13,281.49,173.0,176.0,394.2,369.04,347.13,355.6,4.8225,45.01,34.865,53.48,35.165,119.48,,37.875,30.54,21.985,6.007,130.16,134.6,36.07,23.945,27.55,5.74,31.27,36.06,
2019-09-02,4.4855,51.79,68.09,,8.967,35.2,33.42,38.575,27.2,102.46,8.0,15.92,99.442,122.05,191.53,,96.22,6.987,6.497,,4.1895,6.07,5.026,6.618,5.422,39.91,4.1295,26.425,,166.54,54.82,55.34,34.065,,42.345,12.054,4.521,18.624,5.285,112.88,88.1,6.952,7.267,,33.54,29.555,24.79,,,31.24,,,39.62,26.065,45.9,26.535,34.755,93.05,30.38,135.76,94.48,278.94,348.99,281.6,173.11,176.8,394.45,369.9,347.45,355.7,4.824,44.775,34.83,53.54,35.24,119.54,,37.955,30.565,22.11,6.0,130.05,134.39,36.055,24.03,27.78,5.831,31.12,36.1,
2019-09-03,4.4535,51.65,67.84,,8.918,34.96,33.565,38.65,27.055,102.1,7.984,16.08,99.736,122.27,192.86,,96.2,7.031,6.433,,4.1375,6.042,5.002,6.559,5.357,39.885,4.126,26.38,,166.6,54.8,54.94,33.795,,42.46,11.996,4.5035,18.594,5.282,113.26,87.88,6.971,7.272,,33.54,29.425,24.955,,,31.095,,,39.62,26.01,46.065,26.43,34.66,93.23,30.32,135.66,94.09,274.75,343.38,280.94,171.19,175.66,395.79,367.64,348.8,356.04,4.8225,44.74,34.76,53.26,35.13,119.26,,37.88,30.29,22.145,5.986,130.25,134.88,35.805,23.93,27.435,5.821,30.89,36.42,
2019-09-04,4.477,51.97,67.99,,8.981,35.275,33.68,38.76,27.395,103.02,8.054,15.948,99.098,121.53,191.19,,96.97,7.005,6.474,,4.095,6.08,5.0,6.605,5.304,40.075,4.1345,26.59,,166.98,55.23,55.04,34.28,,43.335,12.14,4.5305,18.894,5.283,112.43,87.56,6.856,7.275,,33.58,29.585,25.115,,,31.25,,,39.835,26.255,46.14,26.533,34.955,92.65,30.375,135.39,93.85,280.71,346.92,281.19,172.43,176.48,397.21,365.16,351.8,355.67,4.826,45.19,35.045,53.62,35.01,119.92,,38.215,30.66,22.305,5.948,129.98,134.62,36.07,24.22,27.55,5.807,31.26,36.635,
2019-09-05,4.526,52.56,69.4,,9.18,35.95,33.64,39.4,27.85,103.98,8.108,15.82,98.408,121.12,189.22,,96.74,7.135,6.623,,4.1395,6.142,5.061,6.799,5.342,40.245,4.263,26.795,,168.32,55.43,56.23,34.605,,44.605,12.456,4.5965,19.012,5.262,111.46,87.84,6.909,7.4,,34.02,30.005,24.985,,,31.86,,,40.1,26.645,46.15,26.916,35.285,92.1,30.71,135.05,94.14,284.96,350.24,283.04,174.88,180.83,397.25,369.26,347.11,362.1,4.908,46.375,35.29,54.75,35.2,121.34,,38.505,31.195,22.38,6.006,129.2,133.53,36.625,24.485,27.965,5.835,31.625,36.27,
2019-09-06,4.5435,52.6,69.46,,9.185,35.98,33.645,39.615,27.645,104.48,8.098,16.04,98.638,121.15,189.67,,96.89,7.165,6.608,,4.1785,6.188,5.09,6.811,5.373,40.22,4.296,26.9,,168.94,55.59,56.35,34.62,,44.74,12.49,4.625,19.08,5.27,111.81,87.99,6.957,7.44,,34.09,30.1,25.02,,,31.91,,,40.155,26.735,46.28,26.969,35.395,92.37,30.67,135.21,94.18,281.29,354.24,283.56,175.72,181.16,396.6,370.0,347.79,363.88,4.9025,46.49,35.43,54.86,35.375,121.82,,38.625,30.85,22.375,6.035,129.66,134.06,36.71,24.61,28.085,5.82,31.705,36.19,
2019-09-09,4.544,52.62,69.38,,9.14,36.385,33.42,39.735,28.08,104.76,8.053,15.884,98.184,120.96,188.33,,96.35,7.183,6.685,,4.132,6.151,5.1,6.828,5.318,39.895,4.347,26.89,,169.52,55.42,56.52,34.61,,45.64,12.778,4.61,19.19,5.249,111.08,87.75,6.862,7.448,,34.16,30.14,24.915,,,32.03,,,39.78,26.93,45.895,26.962,35.405,92.06,30.85,134.81,94.11,290.11,355.3,282.67,178.03,179.91,396.23,367.1,344.22,364.92,4.935,46.315,35.345,54.59,34.91,121.64,,38.52,31.23,22.2,5.956,129.11,133.2,36.795,24.65,27.895,5.786,31.88,35.82,
2019-09-10,4.548,52.4,68.42,,8.971,36.535,33.16,39.395,28.725,105.16,8.121,15.878,97.994,120.91,187.95,,95.8,7.098,6.67,,4.116,6.071,5.099,6.819,5.284,39.525,4.411,26.695,,169.66,55.26,56.99,34.63,,45.69,13.04,4.574,18.938,5.246,110.72,87.78,6.793,7.408,,33.79,30.165,24.78,,,31.885,,,38.955,27.235,45.5,26.768,35.435,91.92,30.7,134.56,94.19,294.86,354.82,283.3,178.49,176.82,393.37,362.0,343.47,360.9,4.909,45.83,35.595,53.64,34.615,121.08,,38.515,31.865,22.22,5.924,128.59,132.76,36.74,24.565,27.605,5.706,31.905,35.685,
2019-09-11,4.6225,53.1,69.79,,9.155,37.065,33.45,39.945,28.735,105.96,8.218,15.936,98.326,121.41,187.88,,95.66,7.2,6.76,,4.2455,6.169,5.207,6.961,5.426,40.23,4.488,27.065,,171.4,56.04,58.37,34.8,,45.725,13.118,4.633,19.118,5.233,110.79,88.19,6.961,7.521,,34.2,30.58,24.93,,,32.62,,,39.41,27.74,45.89,27.145,35.64,91.95,31.06,134.48,94.66,298.75,359.69,287.32,180.06,180.02,394.8,370.6,347.35,366.14,4.9715,46.405,36.12,54.69,35.255,122.8,,38.875,31.835,22.565,6.051,128.91,133.15,37.255,24.905,27.87,5.797,32.58,36.12,
2019-09-12,4.629,53.22,70.06,,9.204,37.025,33.57,40.0,28.31,106.42,8.089,15.88,97.726,119.48,186.8,,95.71,7.212,6.77,,4.222,6.16,5.193,6.999,5.428,40.58,4.525,27.155,,171.92,56.41,58.6,34.92,,46.085,13.124,4.636,19.176,5.231,109.25,86.11,6.973,7.571,,34.175,30.67,24.95,,,32.765,,,39.66,27.705,46.1,27.141,35.865,90.41,31.15,134.89,94.38,290.93,360.5,290.14,179.69,181.52,396.35,373.8,350.25,366.25,4.9865,46.745,36.295,54.98,35.31,123.02,,38.955,31.42,22.325,6.064,129.1,133.43,37.37,25.005,28.32,5.826,32.825,36.405,
2019-09-13,4.651,53.25,69.55,,9.126,37.47,33.265,40.055,28.38,106.84,8.183,15.748,96.858,118.82,184.92,,94.84,7.202,6.845,,4.2435,6.182,5.222,7.028,5.441,40.68,4.5655,27.21,,172.8,56.54,58.98,35.04,,46.66,13.472,4.647,19.192,5.204,107.93,85.79,6.998,7.546,,34.235,30.82,24.94,,,32.685,,,39.455,27.845,45.77,27.076,35.965,89.62,31.065,134.57,94.0,294.87,363.31,292.86,182.0,180.21,395.65,372.94,347.66,365.5,4.9575,46.715,36.645,54.6,35.18,123.1,,39.05,31.555,22.5,6.04,128.3,132.61,37.595,25.09,28.17,5.766,32.74,36.185,
2019-09-16,4.666,53.24,69.57,,9.149,37.365,33.085,39.73,29.345,106.18,8.179,15.928,97.608,119.68,186.31,,94.59,7.138,6.845,,4.269,6.173,5.234,7.039,5.478,40.785,4.5535,27.165,,173.67,56.51,59.26,34.96,,46.41,13.336,4.6625,19.214,5.212,108.91,86.24,6.949,7.501,,34.28,30.67,24.945,,,32.6,,,39.315,27.895,45.945,27.125,35.67,90.17,31.045,134.72,94.75,303.05,360.5,290.85,182.49,179.85,392.78,373.11,348.1,363.24,4.956,46.28,36.46,54.69,35.205,123.14,,38.47,32.47,22.395,6.057,128.59,132.91,37.545,25.175,28.125,5.835,32.72,36.27,
2019-09-17,4.639,53.07,69.31,,9.106,37.09,33.18,39.525,29.215,106.06,8.134,15.988,97.478,119.4,186.01,,94.83,7.115,6.796,,4.2555,6.157,5.218,6.969,5.481,40.705,4.4905,26.96,,172.86,55.89,58.7,34.845,,45.83,13.032,4.6335,18.986,5.209,108.63,86.02,6.997,7.52,,34.14,30.69,25.0,,,32.505,,,39.37,27.6,46.005,26.997,35.665,90.08,30.86,134.23,94.56,302.65,360.69,289.89,181.08,179.44,393.48,371.98,349.86,361.25,4.9225,46.57,36.23,54.46,35.21,122.62,,38.425,32.23,22.405,6.045,128.38,132.6,37.365,24.875,28.02,5.851,32.615,36.44,
2019-09-18,4.622,53.01,69.3,,9.1,37.055,33.135,39.45,29.01,106.16,8.15,16.084,97.426,119.23,186.59,,95.14,7.101,6.787,,4.22,6.153,5.199,6.95,5.473,40.85,4.483,26.89,,172.91,55.91,58.17,34.87,,45.86,12.98,4.6385,18.944,5.223,109.24,85.97,7.001,7.513,,34.16,30.705,25.025,,,32.48,,,39.38,27.57,45.91,26.972,35.745,90.32,30.86,134.38,94.4,298.85,359.79,290.56,180.92,179.65,392.38,371.26,351.38,361.33,4.9185,46.755,36.21,54.47,35.15,122.44,,38.445,32.335,22.465,6.031,128.65,133.09,37.245,24.83,28.005,5.844,32.54,36.63,
2019-09-19,4.668,53.48,70.06,,9.222,37.52,33.225,39.715,29.07,106.76,8.205,16.132,97.618,119.18,186.29,,95.28,7.149,6.888,,4.2695,6.177,5.246,7.034,5.513,40.82,4.491,26.91,,174.54,56.1,58.86,34.985,,46.095,13.232,4.6775,19.106,5.214,109.5,86.06,7.039,7.503,,34.27,30.695,25.095,,,32.78,,,39.57,27.75,46.315,27.214,36.01,90.41,31.12,134.34,94.6,299.67,362.31,292.13,182.3,181.86,392.69,374.72,352.61,363.67,4.968,46.955,36.42,55.11,35.505,123.46,,38.67,32.485,22.625,6.084,128.61,133.06,37.605,24.9,28.425,5.974,32.56,36.8,
2019-09-20,4.672,53.54,69.83,,9.185,37.565,33.32,39.69,29.29,106.78,8.23,16.2,98.172,119.78,187.25,,95.32,7.129,6.875,,4.2995,6.193,5.251,7.0,5.506,40.795,4.5065,27.005,,175.18,56.57,58.51,34.905,,45.89,13.298,4.6755,19.108,5.227,110.05,86.3,7.036,7.527,,34.45,30.71,25.25,,,32.925,,,39.755,27.875,46.52,27.208,36.135,90.69,31.105,134.44,94.89,300.38,361.17,292.75,182.79,181.0,394.83,375.0,354.83,362.88,4.9565,46.955,36.45,54.96,35.845,123.58,,38.76,32.82,22.565,6.149,128.75,133.12,37.505,25.02,28.35,5.969,32.935,37.015,
2019-09-23,4.652,53.24,69.39,,9.129,37.25,33.37,39.45,29.17,105.8,8.184,16.324,98.614,120.09,188.71,,95.37,7.102,6.82,,4.278,6.124,5.215,6.955,5.467,40.62,4.496,26.865,,174.67,56.62,58.18,34.525,,45.055,13.048,4.6385,19.002,5.253,110.77,86.2,7.08,7.483,,34.26,30.66,25.185,,,32.685,,,39.5,27.645,46.445,27.1,35.845,91.23,30.985,134.61,94.82,300.23,357.77,291.78,181.45,179.69,396.36,377.08,356.99,361.6,4.9425,46.24,36.205,54.54,35.635,123.0,,38.475,32.595,22.645,6.104,129.38,133.96,37.19,24.93,27.98,5.95,32.625,37.07,
