Dates,IUSN,SWDA,EXXT,WCLD,QDVE,WFIN,WCOS,WCOD,WNRG,EXS1,ISF,IGLT,EUNX,IBTS,IBTM,IEMB,EMBE,QDVK,QDVH,VOLT,2B70,DGTL,2B77,RBOT,HEAL,IH2O,ECAR,CEMG,SMH,CSNKY,EUNI,IUS3,DJSC,DAVV,EXV5,EXV1,L0CK,ESP0,AGGH,LQDE,HYLD,WELL,ITEK,UNIC,IWQU,IWSZ,IWDP,HDRO,WCBR,GMVM,CBUF,AYEW,IWMO,IWVL,MVOL,IUSA,EUN2,CORP,WTEL,IEAC,IHYU,XLES,XLIS,XLBS,XLFS,XLKS,XLPS,XLVS,XLUS,XLYS,IU5C,EXV3,WMAT,WTCH,WHEA,SPYY,VWCE,EXSA,EXH1,EXV9,QDVG,IEAG,SEGA,WIND,EIMI,WTAI,INRG,MOAT,WUTI,PORT
2021-09-30,6.293,71.99,124.36,49.14,16.378,46.145,36.525,59.15,26.49,129.5,8.08,15.896,94.382,115.34,181.55,,89.06,10.35,9.067,43.675,6.335,9.212,6.606,11.364,8.671,57.57,6.69,31.95,21.405,219.9,77.02,77.58,46.225,13.068,58.32,13.972,6.704,34.27,5.26,109.43,83.24,9.643,13.38,14.41,46.47,38.28,24.22,14.69,21.985,46.31,6.03,7.939,55.34,31.48,49.96,37.482,41.165,89.83,44.635,134.51,90.05,281.3,449.16,394.65,241.93,324.01,459.12,518.78,359.66,509.9,7.541,72.03,47.215,97.41,48.005,163.3,96.5,45.025,28.57,23.935,8.43,126.66,131.21,46.81,31.055,53.19,10.684,46.36,37.63,1.6816510693735052
2021-10-01,6.261,71.55,123.44,49.085,16.266,45.935,36.195,58.89,26.55,128.66,8.036,15.966,94.588,115.42,182.2,,88.7,10.296,9.046,43.185,6.14,9.175,6.572,11.244,8.556,56.8,6.606,31.65,21.1,216.69,76.66,77.43,46.2,13.492,58.27,13.898,6.682,33.64,5.266,109.72,83.43,9.467,13.25,14.286,46.105,37.96,24.225,14.454,22.0,46.135,5.939,7.883,54.91,31.225,49.48,37.143,41.04,90.17,44.845,134.7,90.11,280.66,443.95,391.4,240.6,318.5,450.09,504.3,358.98,506.17,7.585,70.98,46.775,96.76,47.265,162.18,95.7,44.935,28.48,24.765,8.267,126.76,131.61,46.39,30.755,52.71,10.724,45.995,37.71,1.6697844076043753
2021-10-04,6.213,70.71,120.92,47.2,15.97,45.76,36.035,58.11,27.27,127.44,8.043,16.018,94.51,115.05,182.04,,88.51,10.182,9.004,42.4,6.039,8.963,6.489,10.946,8.419,56.43,6.577,31.09,20.705,208.41,76.0,77.29,45.96,13.156,57.67,13.79,6.538,32.8,5.268,109.6,83.08,9.393,13.05,13.852,45.585,37.685,24.23,13.9,21.355,45.7,5.868,7.714,54.37,31.065,49.025,36.717,40.62,89.95,43.79,134.67,89.8,288.53,447.39,392.76,240.63,315.42,447.19,504.3,357.64,503.72,7.404,69.62,46.655,94.61,46.755,160.3,94.74,44.65,28.765,24.355,8.147,126.8,131.55,45.93,30.225,51.3,10.41,45.85,37.64,1.6421134433143985
2021-10-05,6.286,71.92,123.44,48.225,16.316,46.77,36.465,58.84,27.64,128.96,8.142,15.914,94.316,115.37,181.38,,88.28,10.338,9.211,42.765,6.091,9.069,6.555,11.114,8.484,57.46,6.659,31.495,21.04,210.79,76.9,78.11,46.13,14.112,58.31,14.288,6.636,33.39,5.258,109.41,83.3,9.423,13.336,14.056,46.32,37.95,24.275,14.004,21.915,46.465,5.954,7.882,55.44,31.535,49.585,37.391,41.36,89.92,44.71,134.54,89.8,295.15,444.65,397.11,245.32,321.94,453.55,509.4,362.2,511.31,7.579,71.22,47.25,96.6,47.42,163.14,96.14,45.245,29.265,24.345,8.3,126.53,131.2,46.7,30.67,52.01,10.502,46.505,38.115,1.6701850112540537
2021-10-06,6.193,71.43,123.3,48.655,16.268,46.385,36.385,58.23,27.0,126.96,8.063,15.956,94.86,115.96,182.87,,88.17,10.27,9.116,42.065,6.046,8.978,6.477,11.044,8.39,56.93,6.514,31.33,20.96,206.01,75.7,76.63,45.775,14.694,56.86,14.262,6.605,33.425,5.256,110.0,83.11,9.455,13.388,14.03,46.05,37.785,24.11,13.736,22.225,46.04,5.891,7.863,54.91,31.195,49.395,37.211,40.81,90.11,44.72,134.38,90.03,287.82,447.62,390.46,243.88,319.91,455.04,505.25,362.7,504.22,7.592,70.52,46.57,96.51,46.94,161.88,95.51,44.72,28.67,23.73,8.197,126.48,131.25,46.175,30.425,51.39,10.456,46.08,38.025,1.6609271586181944
2021-10-07,6.342,72.99,126.18,49.82,16.69,47.44,36.94,59.64,27.39,129.34,8.166,15.98,94.496,115.58,181.78,,88.47,10.524,9.365,43.09,6.114,9.297,6.612,11.344,8.536,57.96,6.731,32.28,21.6,210.41,77.1,79.01,45.93,14.68,58.67,14.534,6.759,34.625,5.249,109.48,83.14,9.658,13.712,14.344,47.125,38.39,24.675,14.222,22.95,47.17,6.013,8.067,56.31,31.735,50.14,38.087,41.675,90.04,45.51,134.44,90.22,290.69,459.63,404.85,249.43,329.3,463.11,516.19,367.84,515.62,7.723,71.91,47.9,98.96,47.89,165.56,97.52,45.47,28.725,23.945,8.386,126.54,131.25,47.185,31.175,53.0,10.704,47.2,38.65,1.6992898434852572
2021-10-08,6.323,72.7,124.98,49.365,16.566,47.46,36.67,59.35,27.965,128.96,8.185,15.956,94.194,115.54,180.97,,88.16,10.462,9.351,42.68,6.044,9.222,6.569,11.23,8.43,57.45,6.785,32.26,21.245,209.48,76.97,78.67,46.095,14.73,59.33,14.568,6.682,34.5,5.238,108.73,83.11,9.55,13.634,14.106,46.985,38.275,24.555,14.3,22.715,46.9,5.97,8.005,56.01,31.655,49.925,37.877,41.415,89.67,45.175,134.23,89.93,300.15,456.41,401.0,249.52,327.68,459.15,511.22,364.36,517.04,7.655,71.25,47.68,98.18,47.545,164.82,97.24,45.305,29.135,23.845,8.31,126.25,131.06,47.0,31.14,52.41,10.57,46.94,38.335,1.6904277090887143
2021-10-11,6.326,72.85,125.22,49.53,16.626,47.675,36.7,59.53,28.38,128.86,8.227,15.786,94.09,115.38,180.64,,88.04,10.478,9.4,42.71,6.109,9.15,6.581,11.258,8.4,57.29,6.844,32.54,21.34,211.44,77.12,78.64,45.915,15.148,60.2,14.676,6.698,34.61,5.23,108.69,82.87,9.373,13.758,14.23,46.95,38.31,24.45,14.554,22.68,47.23,5.99,8.028,56.14,31.87,50.02,37.936,41.445,89.48,45.0,133.97,89.78,305.51,455.59,398.77,250.2,328.47,460.16,512.4,360.21,513.67,7.616,70.82,48.22,98.49,47.66,165.4,97.44,45.35,29.52,23.69,8.328,126.04,130.76,47.095,31.325,52.4,10.702,47.24,37.935,1.6949369428527765
2021-10-12,6.307,72.4,123.88,49.365,16.432,47.305,36.8,59.47,28.165,128.42,8.214,15.87,94.494,115.69,181.44,,87.92,10.486,9.274,42.485,6.081,9.066,6.549,11.154,8.372,57.33,6.825,32.435,20.95,208.48,77.1,78.17,46.085,14.572,60.0,14.698,6.674,34.375,5.232,109.08,82.94,9.489,13.566,14.256,46.825,38.23,24.675,14.836,22.75,47.035,5.941,7.944,55.63,31.63,49.88,37.628,41.245,89.75,44.17,133.71,89.84,303.06,452.77,400.94,247.11,324.61,462.1,510.69,361.25,519.01,7.455,70.58,48.01,97.43,47.275,164.22,96.9,45.325,29.485,23.6,8.25,125.88,130.58,46.875,31.135,51.75,10.96,47.05,38.125,1.6832852391395714
2021-10-13,6.313,72.18,123.54,50.96,16.326,46.78,36.645,59.56,27.99,129.32,8.248,16.124,94.508,115.34,181.92,,88.39,10.466,9.124,42.97,6.069,9.166,6.532,11.252,8.387,57.5,6.844,32.76,21.0,207.36,77.13,77.76,46.455,14.458,59.93,14.44,6.76,34.875,5.243,109.5,82.89,9.493,13.742,14.432,46.695,38.315,24.85,15.616,23.715,46.69,5.91,7.933,55.62,31.4,49.795,37.373,41.54,89.98,44.09,133.89,89.63,298.46,448.4,401.21,243.09,323.02,457.36,503.05,360.05,518.37,7.424,72.47,48.1,97.38,47.065,163.74,96.7,45.62,29.45,23.765,8.179,126.22,130.98,46.77,31.3,52.18,11.228,46.73,38.175,1.6856546631651075
2021-10-14,6.399,73.35,126.14,52.5,16.7,47.37,37.1,60.31,28.275,131.16,8.329,16.234,94.624,115.22,181.73,,88.75,10.6,9.252,43.505,6.162,9.318,6.619,11.482,8.534,58.18,6.902,32.78,21.475,210.5,77.85,78.6,46.88,14.742,60.67,14.598,6.888,35.125,5.258,109.94,83.2,9.57,13.854,14.648,47.52,38.805,25.095,15.61,24.245,47.525,6.009,8.121,56.53,31.75,50.41,38.035,42.23,90.05,44.895,134.26,90.12,301.43,457.8,410.29,246.6,329.84,464.55,512.92,367.15,523.49,7.575,74.25,49.105,99.59,47.805,166.26,97.94,46.205,29.755,24.025,8.335,126.59,131.59,47.45,31.375,53.07,11.218,47.53,38.68,1.7109977294176244
2021-10-15,6.459,73.93,126.94,52.26,16.86,47.88,37.09,61.11,28.71,132.24,8.385,16.152,94.314,115.09,180.95,,88.59,10.76,9.405,44.32,6.137,9.402,6.64,11.626,8.541,58.46,7.008,33.17,21.74,212.89,78.16,79.32,47.1,15.126,61.25,14.796,6.931,35.44,5.253,109.51,83.23,9.827,14.0,14.7,47.855,39.05,25.31,15.806,24.165,47.825,6.031,8.192,57.17,31.99,50.65,38.358,42.575,89.95,44.895,134.21,90.05,305.46,461.39,413.36,250.25,332.83,464.29,514.51,369.51,532.11,7.571,74.98,49.325,100.46,47.995,167.8,98.87,46.525,29.94,24.47,8.372,126.54,131.38,48.045,31.82,53.8,11.38,47.8,38.675,1.7249455760009378
2021-10-18,6.419,73.96,127.66,52.15,16.95,48.015,36.92,61.29,28.735,131.22,8.339,16.124,94.148,114.98,180.06,,88.45,10.842,9.442,44.535,6.023,9.38,6.578,11.606,8.42,58.38,6.979,33.21,21.85,211.84,78.3,78.44,46.83,15.826,60.03,14.782,6.919,35.62,5.244,109.28,83.07,9.57,14.098,14.616,47.85,38.885,25.2,15.762,24.2,47.735,5.988,8.234,57.39,31.905,50.55,38.469,42.24,89.88,44.9,133.93,89.86,306.64,463.37,412.67,252.3,334.89,463.09,512.06,365.25,535.7,7.584,74.79,49.195,101.02,47.665,167.74,98.78,46.285,29.875,24.105,8.312,126.37,131.24,47.92,31.725,53.54,11.322,47.805,38.49,1.724772143933089
2021-10-19,6.435,74.35,128.76,53.25,17.138,48.215,36.66,61.39,28.785,131.56,8.378,16.162,93.784,114.67,179.72,,88.46,10.846,9.459,44.805,6.072,9.484,6.639,11.75,8.513,58.6,6.969,33.5,22.01,213.48,78.38,78.33,47.255,15.646,59.87,14.812,6.964,36.19,5.237,108.8,82.94,9.68,14.292,14.816,48.26,39.085,25.1787,15.9,24.59,47.73,6.038,8.33,57.73,31.875,50.62,38.642,42.42,89.42,45.185,133.78,89.56,306.06,464.72,412.15,252.35,337.29,458.6,516.99,365.88,536.29,7.624,75.54,49.235,102.2,48.06,168.68,99.4,46.475,30.025,24.305,8.39,126.17,130.85,48.115,31.96,54.15,11.624,47.72,38.7,1.737720924097387
2021-10-20,6.456,74.58,128.88,52.77,17.122,48.515,37.04,61.43,28.815,131.66,8.391,16.11,93.65,114.62,179.31,,88.36,10.846,9.523,44.905,6.084,9.481,6.643,11.752,8.518,58.84,6.967,33.615,22.03,213.0,77.65,78.74,47.42,16.712,59.5,14.846,6.953,36.145,5.235,108.53,83.03,9.7,14.47,14.722,48.435,39.215,25.25,16.004,24.425,47.82,6.087,8.299,57.77,32.01,50.9,38.782,42.47,89.31,45.325,133.93,89.63,306.32,467.25,416.32,253.1,339.29,463.32,521.81,373.09,535.79,7.65,74.69,49.39,101.86,48.46,169.18,99.66,46.635,30.395,24.04,8.48,126.22,130.96,48.335,31.97,54.41,11.684,47.83,39.335,1.7398705046566365
2021-10-21,6.434,74.44,128.96,53.32,17.088,48.34,37.025,61.63,28.445,131.3,8.363,16.02,93.482,114.57,178.81,,88.04,10.924,9.49,44.315,6.084,9.534,6.619,11.706,8.518,58.8,6.96,33.41,22.045,208.01,77.42,78.5,47.365,15.954,59.78,14.758,6.972,36.165,5.226,108.02,82.91,9.681,14.4,14.77,48.365,39.045,25.29,16.338,24.735,47.58,6.092,8.294,57.6,31.79,50.84,38.774,42.3,89.03,45.205,133.71,89.55,302.95,467.06,412.04,253.45,338.14,462.79,522.0,373.39,541.81,7.637,74.72,48.76,101.7,48.48,168.72,99.51,46.585,29.965,23.985,8.479,126.04,130.8,48.115,31.655,54.59,11.636,47.65,39.33,1.7359524055463682
2021-10-22,6.456,74.61,128.42,53.24,17.12,48.715,37.255,61.59,28.445,131.86,8.356,16.0,93.56,114.38,179.21,,88.09,10.9,9.598,44.03,6.02,9.499,6.626,11.714,8.539,59.45,6.96,33.58,22.03,209.95,76.77,79.06,47.705,15.484,60.15,14.806,6.991,36.505,5.228,108.42,82.85,9.696,14.37,14.728,48.64,39.31,25.41,15.89,24.865,47.525,6.126,8.311,57.81,31.71,51.18,38.85,42.635,89.25,44.265,133.72,89.44,305.46,472.24,416.3,255.89,338.11,466.52,525.76,374.39,541.7,7.489,75.84,49.12,101.92,48.815,169.02,99.7,46.78,29.825,23.96,8.538,125.99,130.8,48.51,31.615,54.96,11.594,47.53,39.41,1.7358082859406911
2021-10-25,6.526,75.06,129.38,53.88,17.216,49.065,37.315,62.1,29.065,132.32,8.372,16.152,93.938,114.88,180.18,,88.34,11.016,9.671,45.0,6.121,9.546,6.671,11.798,8.62,59.71,6.999,33.845,22.175,210.89,77.45,79.95,47.67,16.498,61.56,14.914,7.05,36.555,5.234,108.9,82.9,9.807,14.532,14.898,48.91,39.285,25.42,16.136,24.99,47.795,6.164,8.362,58.46,31.885,51.27,39.102,42.655,89.65,44.25,133.91,89.67,312.75,472.3,421.5,257.75,339.75,466.49,528.6,375.73,549.92,7.509,75.76,49.68,102.54,49.1,170.1,100.09,46.835,30.15,23.89,8.599,126.22,130.93,48.675,31.87,55.69,11.726,47.735,39.405,1.7491137010614102
2021-10-26,6.53,75.56,131.32,53.86,17.384,49.375,37.515,63.22,29.2,133.66,8.464,16.23,94.1,114.92,180.25,,88.4,11.276,9.742,45.725,6.183,9.609,6.68,11.872,8.687,59.94,7.078,34.05,22.355,212.61,78.0,80.01,47.815,16.56,61.83,14.988,7.069,36.86,5.236,109.24,83.11,9.869,14.716,14.94,49.175,39.715,25.475,16.682,24.95,47.57,6.186,8.423,59.03,31.915,51.41,39.493,42.995,89.79,44.57,133.99,89.95,315.36,473.84,422.59,259.69,343.5,469.2,531.11,376.45,565.0,7.561,76.18,49.73,103.38,49.245,171.14,100.83,47.16,30.125,24.315,8.628,126.24,130.97,48.805,31.9,55.91,11.754,47.71,39.65,1.7606090716430334
2021-10-27,6.463,75.21,131.5,52.41,17.31,48.93,37.435,63.21,28.805,133.16,8.405,16.5,94.414,114.94,181.0,,88.92,11.274,9.607,45.89,6.086,9.369,6.624,11.768,8.553,59.75,7.038,33.69,22.175,210.85,77.78,78.61,47.91,16.05,61.9,14.808,6.977,36.455,5.252,109.98,83.16,9.762,14.43,14.78,48.96,39.21,25.605,16.694,24.53,47.215,6.161,8.382,58.59,31.67,51.08,39.305,42.94,90.17,44.78,134.14,89.89,310.11,469.56,418.5,256.31,342.34,468.75,528.9,375.58,560.63,7.607,76.45,49.42,102.78,49.06,170.18,100.39,46.93,29.88,24.245,8.61,126.64,131.55,48.41,31.63,55.36,12.058,47.25,39.61,1.7499491062333
2021-10-28,6.447,75.03,131.28,52.49,17.282,48.64,37.375,63.19,28.22,133.12,8.378,16.596,93.772,114.16,179.87,,89.01,11.286,9.542,45.645,6.099,9.318,6.629,11.804,8.564,59.81,7.05,33.39,22.205,211.02,76.84,78.21,47.905,16.398,61.45,14.776,6.973,36.02,5.255,109.09,82.85,9.685,14.33,14.848,48.855,39.125,25.47,16.93,24.405,47.01,6.162,8.381,58.48,31.5,50.89,39.125,43.105,89.59,44.465,133.98,89.2,303.0,466.77,416.89,254.65,341.29,464.97,529.65,373.15,562.07,7.553,77.47,49.24,102.78,49.045,169.64,99.87,47.095,29.495,23.99,8.6,126.44,131.23,48.25,31.26,56.04,12.27,47.005,39.495,1.7435541040695324
2021-10-29,6.499,75.73,132.7,52.93,17.458,49.135,37.76,63.6,28.55,133.02,8.377,16.58,94.642,115.21,181.62,,88.78,11.362,9.692,46.135,6.184,9.41,6.676,11.93,8.625,60.48,7.062,33.625,22.505,211.87,77.19,79.51,47.56,16.934,61.78,14.872,7.051,36.31,5.245,109.97,83.16,9.665,14.512,15.078,49.54,39.15,25.63,17.38,25.01,47.545,6.218,8.451,59.18,31.705,51.38,39.572,43.255,90.15,45.135,133.6,90.04,307.45,471.7,421.5,256.69,342.45,470.81,532.19,373.74,566.7,7.683,77.38,49.445,103.74,49.505,170.94,100.65,47.095,29.355,23.94,8.702,125.86,130.51,48.855,31.275,56.28,12.45,47.52,39.685,1.75673005581566
2021-11-01,6.588,75.89,133.32,53.28,17.464,49.0,37.775,64.33,28.73,134.12,8.428,16.41,94.292,114.93,180.85,,88.35,11.5,9.605,46.52,6.241,9.398,6.722,12.104,8.763,60.26,7.165,33.985,22.67,216.19,77.71,80.9,47.98,17.55,62.44,15.086,7.086,36.94,5.237,109.52,82.95,9.878,14.74,15.226,49.495,39.64,25.365,18.164,24.71,47.755,6.254,8.467,59.48,31.945,51.27,39.61,43.625,89.83,45.06,133.64,89.84,310.15,474.75,418.71,255.9,344.85,469.45,537.7,374.58,574.99,7.666,77.48,49.48,103.84,49.775,171.42,101.0,47.485,29.63,24.17,8.726,125.78,130.41,48.945,31.405,57.16,12.68,47.715,39.705,1.76497907121178
2021-11-02,6.591,76.16,134.16,53.17,17.678,49.12,37.94,64.04,28.425,135.26,8.363,16.32,94.62,115.12,181.61,,88.49,11.448,9.663,46.365,6.279,9.333,6.713,12.236,8.775,60.67,7.208,33.725,23.025,216.44,77.57,80.95,47.96,18.244,62.45,15.002,7.147,36.91,5.254,110.15,83.14,9.87,14.9,15.26,49.69,39.63,25.525,18.08,24.55,47.865,6.326,8.561,59.57,31.965,51.52,39.815,43.785,90.19,44.915,134.13,90.0,307.1,474.6,420.39,257.49,348.62,472.2,543.5,374.03,574.22,7.634,77.72,49.205,104.98,50.33,171.82,101.2,47.555,29.195,23.6,8.83,126.47,131.2,49.125,31.185,57.47,12.504,47.86,39.615,1.767553682472518
2021-11-03,6.64,76.13,134.5,53.06,17.638,49.1,38.115,64.55,28.155,135.32,8.361,16.296,94.55,115.09,181.21,,88.37,11.552,9.646,46.265,6.353,9.33,6.758,12.264,8.836,60.24,7.225,33.95,23.1,215.78,77.61,82.28,48.05,18.192,62.58,15.078,7.164,36.605,5.247,110.0,83.05,9.947,14.946,15.282,49.69,39.685,25.65,17.858,24.59,48.02,6.303,8.544,59.49,32.015,51.52,39.779,43.9,90.21,44.945,134.02,89.88,306.01,470.96,424.29,256.56,348.69,474.59,540.19,373.04,580.4,7.639,78.48,49.535,104.76,50.16,171.8,101.18,47.72,28.37,23.65,8.774,126.58,131.29,48.85,31.175,57.45,12.08,48.065,39.46,1.7691560970712312
2021-11-04,6.677,76.96,137.54,54.27,18.036,48.78,38.405,66.18,28.285,135.88,8.341,16.34,94.974,115.58,182.72,,88.95,11.932,9.547,47.095,6.288,9.466,6.772,12.576,8.889,61.43,7.39,34.41,24.045,218.4,78.16,82.82,48.71,18.586,62.82,14.802,7.294,37.42,5.264,110.77,83.61,10.114,15.196,15.43,50.35,39.98,25.825,18.166,25.21,48.615,6.315,8.722,60.06,32.135,52.06,40.311,44.125,90.59,45.465,134.54,90.64,306.35,477.81,429.25,254.39,356.2,478.78,540.53,372.7,597.8,7.726,79.55,49.735,106.96,50.26,173.44,102.14,47.905,28.57,23.615,8.77,126.97,131.84,49.435,31.315,58.23,12.156,48.615,39.52,1.7915899014532184
2021-11-05,6.735,77.33,138.4,54.15,18.196,49.09,38.475,66.82,28.635,136.1,8.353,16.548,95.226,115.6,183.54,,89.5,12.078,9.607,46.95,6.136,9.468,6.805,12.636,8.823,61.4,7.445,34.41,24.6,219.12,78.35,84.58,48.95,18.38,63.59,14.95,7.293,37.62,5.285,111.52,83.75,10.13,15.212,15.34,50.53,40.22,25.865,17.972,25.105,49.06,6.252,8.784,60.29,32.285,51.7,40.595,44.44,91.04,46.125,134.87,90.79,310.1,482.16,432.97,256.0,360.3,480.74,535.32,378.51,602.51,7.846,79.92,49.845,107.74,49.745,174.2,102.62,47.94,28.75,23.97,8.692,127.53,132.6,49.69,31.33,58.36,12.034,49.04,39.715,1.7983390958682262
2021-11-08,6.745,77.15,137.6,54.61,18.218,49.14,38.11,65.92,28.845,136.06,8.376,16.6,94.962,115.13,182.45,,89.55,11.87,9.629,47.67,6.141,9.476,6.793,12.706,8.784,61.64,7.414,34.175,24.785,218.41,79.04,84.92,49.075,19.702,63.02,14.91,7.339,38.01,5.277,110.96,83.6,9.963,15.458,15.47,50.29,40.13,25.78,18.648,25.805,48.79,6.248,8.799,60.3,32.2,51.41,40.451,44.34,90.74,45.815,134.71,90.61,313.79,482.22,435.17,256.84,360.3,481.15,535.29,369.83,592.97,7.774,80.08,50.2,107.86,49.765,173.92,102.44,47.94,28.99,23.665,8.682,127.26,132.21,49.715,31.485,58.54,12.218,48.805,39.245,1.7969565247357997
2021-11-09,6.698,76.87,136.7,55.57,18.18,48.735,38.245,65.17,28.655,136.0,8.323,16.704,95.338,115.26,183.39,,89.65,11.67,9.545,47.44,6.118,9.491,6.742,12.676,8.709,61.49,7.37,33.75,24.955,216.42,79.53,84.12,49.045,19.884,62.86,14.762,7.4,38.78,5.291,111.63,83.62,9.835,15.534,15.524,50.31,40.0,25.72,18.504,26.085,48.675,6.257,8.791,59.56,32.135,51.59,40.298,44.235,90.94,45.54,134.85,90.48,309.79,482.24,437.88,254.68,359.55,475.56,535.7,371.54,582.41,7.713,79.78,50.11,107.86,49.82,173.38,102.16,47.855,28.86,23.58,8.703,127.68,132.81,49.625,31.475,58.47,12.15,48.67,39.265,1.792122411182669
2021-11-10,6.718,77.17,136.54,55.31,18.088,49.13,38.585,65.55,28.59,136.22,8.397,16.458,95.314,115.58,183.02,,88.95,11.788,9.641,47.11,6.141,9.503,6.779,12.604,8.753,62.04,7.354,34.05,24.575,216.44,79.4,84.61,48.885,19.85,63.35,14.848,7.365,39.255,5.271,111.21,83.65,9.797,15.59,15.52,50.42,40.135,25.885,18.748,26.2,48.995,6.308,8.736,59.64,32.35,52.02,40.459,44.31,90.91,45.7,134.61,90.67,309.1,486.94,441.27,256.45,358.21,481.15,541.91,375.39,586.19,7.748,78.73,50.48,107.18,50.25,174.18,102.5,47.965,29.125,23.525,8.802,127.23,132.22,49.91,31.72,58.62,12.176,48.985,39.695,1.7973204878077635
2021-11-11,6.724,77.24,136.62,54.26,18.152,49.24,38.66,65.28,28.6,136.4,8.451,16.332,94.696,116.06,182.22,,88.22,11.736,9.682,47.015,6.043,9.493,6.75,12.598,8.672,61.25,7.376,34.545,24.77,218.16,80.22,84.95,48.77,19.442,63.02,14.958,7.347,39.845,5.262,111.09,83.71,9.763,15.534,15.402,50.48,40.105,25.76,18.93,26.015,48.995,6.296,8.763,59.87,32.52,52.15,40.49,44.245,90.77,45.67,134.44,89.27,310.28,485.15,444.02,257.64,358.83,482.45,540.48,376.08,584.66,7.732,79.46,51.21,107.42,50.18,174.6,102.7,48.14,29.045,23.265,8.788,126.97,131.99,49.975,32.215,58.75,12.342,48.985,39.68,1.801729570659406
2021-11-12,6.737,77.74,137.76,54.72,18.382,49.325,38.905,65.57,28.4,136.5,8.438,16.386,94.812,116.42,182.6,,88.36,11.712,9.685,47.76,6.037,9.552,6.771,12.77,8.702,61.72,7.457,34.6,25.115,220.08,80.88,84.91,48.785,18.914,63.63,14.868,7.412,40.365,5.257,111.25,83.9,9.726,15.616,15.484,50.95,40.375,25.9,18.99,26.175,49.29,6.318,8.872,60.1,32.725,52.48,40.739,44.375,90.97,46.08,134.47,89.46,308.05,486.7,447.45,258.01,363.48,485.45,544.21,377.05,582.19,7.796,79.99,51.52,108.76,50.35,175.58,103.39,48.265,28.725,23.075,8.839,127.15,132.17,50.33,32.28,59.34,12.482,49.31,39.775,1.8121867915391197
2021-11-15,6.763,78.08,138.1,55.2,18.422,49.645,39.025,65.86,28.595,136.92,8.476,16.408,94.728,116.63,182.39,,88.12,11.748,9.752,47.455,6.082,9.668,6.786,12.782,8.757,61.97,7.48,34.695,25.16,221.15,80.83,84.93,49.125,19.556,63.92,14.996,7.442,40.44,5.253,110.84,83.79,9.735,15.792,15.516,51.32,40.645,26.045,18.772,25.845,49.58,6.341,8.908,60.26,32.775,52.8,40.922,44.515,90.89,46.44,134.2,89.31,310.25,491.75,447.01,259.87,364.0,487.84,546.11,379.74,583.32,7.858,80.68,51.38,109.12,50.53,176.28,103.83,48.475,28.89,23.14,8.871,126.97,131.95,50.51,32.325,59.89,12.426,49.615,40.135,1.818786980938088
2021-11-16,6.79,78.74,140.1,55.32,18.708,49.81,39.155,67.12,28.91,137.86,8.506,16.462,95.376,117.37,183.57,,88.05,12.01,9.802,47.435,6.074,9.705,6.802,12.946,8.784,62.21,7.606,35.1,25.465,221.76,80.97,85.51,49.105,18.556,64.41,14.984,7.524,41.13,5.248,111.36,84.1,9.687,15.762,15.572,51.66,40.81,26.225,18.694,26.155,49.585,6.375,9.032,60.83,32.8574,53.09,41.363,44.695,91.06,46.635,134.11,90.04,313.68,495.92,450.89,260.56,369.32,491.78,549.41,385.1,598.25,7.886,81.06,51.56,110.7,50.74,177.84,104.73,48.545,29.18,23.035,8.94,126.81,131.94,50.84,32.535,60.43,12.416,49.63,40.36,1.8346572364988205
2021-11-17,6.751,78.67,140.9,55.13,18.774,49.385,39.065,67.41,28.86,137.84,8.507,16.536,95.55,117.9,184.11,,87.83,12.104,9.69,48.035,6.108,9.667,6.785,13.01,8.775,62.04,7.616,35.345,25.77,221.03,80.83,85.18,48.77,18.202,64.62,14.98,7.536,40.905,5.247,111.55,84.26,9.709,15.708,15.582,51.52,40.87,25.975,18.728,26.1,49.45,6.386,9.066,61.0,32.85,53.03,41.376,44.685,91.16,46.46,133.96,90.24,313.66,491.9,449.05,258.46,371.34,490.05,552.0,382.7,603.64,7.86,81.59,51.54,111.24,50.88,177.62,104.65,48.605,29.095,22.615,8.96,126.76,131.88,50.56,32.495,60.85,12.452,49.455,40.22,1.8352190586904427
2021-11-18,6.723,78.4,140.92,54.38,18.73,49.07,38.795,67.78,28.43,137.66,8.451,16.584,95.438,117.45,183.82,,87.9,12.2,9.626,47.34,6.059,9.563,6.734,12.958,8.653,62.36,7.605,34.54,25.975,220.25,79.92,84.56,48.35,16.978,64.74,14.832,7.484,40.845,5.257,111.63,84.04,9.723,15.444,15.542,51.23,40.55,26.16,17.992,26.03,49.085,6.35,9.041,60.6,32.525,52.66,41.141,44.515,91.27,46.185,134.33,89.79,307.01,492.49,444.07,256.51,369.29,488.01,549.17,380.82,604.0,7.814,81.55,51.09,110.96,50.57,176.72,103.98,48.42,28.605,22.575,8.912,127.21,132.16,50.4,32.01,60.45,12.238,48.95,40.055,1.8244198590853944
